ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,discontinuous,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN
1TH 1:2!8, ,noun,common,μνεία,μνείαν,3417,singular,feminine,accusative,mention,029004,29.18,N-ASF,μνείαν,n52001002008,109336,w,μνείαν,I_Thessalonians,13,1Thess,1,2,5,wg,,,cl,O-V-ADV,adv,,,,,24,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:2!9, ,verb,,ποιέω,ποιούμενοι,4160,plural,masculine,nominative,making,090011,90.45,V-PMP-NPM,ποιούμενοι,n52001002009,109337,w,ποιούμενοι,I_Thessalonians,13,1Thess,1,2,5,wg,,,cl,O-V-ADV,adv,,,,,24,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,present,middle,participle,A0:n52001001001;n52001001003;n52001001005 A1:n52001002008,n52001001001 n52001001003 n52001001005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:2!10, ,prep,,ἐπί,ἐπί,1909,,,,in,067002 090002,67.33 90.9,PREP,ἐπὶ,n52001002010,109338,w,ἐπὶ,I_Thessalonians,13,1Thess,1,2,6,wg,,,pp,PrepNp,adv,,,,,25,wg,,,cl,O-V-ADV,adv,,,,,24,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:2!11, ,det,,ὁ,τῶν,3588,plural,feminine,genitive,the,092004,92.24,T-GPF,τῶν,n52001002011,109339,w,τῶν,I_Thessalonians,13,1Thess,1,2,7,wg,,,np,DetNP,,,,,,26,wg,,,pp,PrepNp,adv,,,,,25,wg,,,cl,O-V-ADV,adv,,,,,24,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:2!12, ,noun,common,προσευχή,προσευχῶν,4335,plural,feminine,genitive,prayers,033013,33.178,N-GPF,προσευχῶν,n52001002012,109340,w,προσευχῶν,I_Thessalonians,13,1Thess,1,2,8,wg,,,np,NPofNP,,,,,,27,wg,,,np,DetNP,,,,,,26,wg,,,pp,PrepNp,adv,,,,,25,wg,,,cl,O-V-ADV,adv,,,,,24,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:2!13,",",pron,personal,ἐγώ,ἡμῶν,1473,plural,,genitive,of us,092002,92.4,P-1GP,"ἡμῶν,",n52001002013,109341,w,ἡμῶν,I_Thessalonians,13,1Thess,1,2,8,wg,,,np,NPofNP,,,,,,27,wg,,,np,DetNP,,,,,,26,wg,,,pp,PrepNp,adv,,,,,25,wg,,,cl,O-V-ADV,adv,,,,,24,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n52001001001 n52001001003 n52001001005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:2!14, ,adv,,ἀδιαλείπτως,ἀδιαλείπτως,89,,,,unceasingly,068004,68.55,ADV,ἀδιαλείπτως,n52001002014,109342,w,ἀδιαλείπτως,I_Thessalonians,13,1Thess,1,2,5,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!1, ,verb,,μνημονεύω,μνημονεύοντες,3421,plural,masculine,nominative,remembering,029004,29.18,V-PAP-NPM,μνημονεύοντες,n52001003001,109343,w,μνημονεύοντες,I_Thessalonians,13,1Thess,1,3,5,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,present,active,participle,A0:n52001001001;n52001001003;n52001001005 A1:n52001003004;n52001003009;n52001003014,n52001001001 n52001001003 n52001001005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!2, ,pron,personal,σύ,ὑμῶν,4771,plural,,genitive,your,,,P-2GP,ὑμῶν,n52001003002,109344,w,ὑμῶν,I_Thessalonians,13,1Thess,1,3,6,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n52001001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!3, ,det,,ὁ,τοῦ,3588,singular,neuter,genitive,-,092004,92.24,T-GSN,τοῦ,n52001003003,109345,w,τοῦ,I_Thessalonians,13,1Thess,1,3,8,wg,,,np,DetNP,,,,,,31,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!4, ,noun,common,ἔργον,ἔργου,2041,singular,neuter,genitive,work,042002,42.11,N-GSN,ἔργου,n52001003004,109346,w,ἔργου,I_Thessalonians,13,1Thess,1,3,9,wg,,,np,NPofNP,,,,,,32,wg,,,np,DetNP,,,,,,31,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!5, ,det,,ὁ,τῆς,3588,singular,feminine,genitive,-,092004,92.24,T-GSF,τῆς,n52001003005,109347,w,τῆς,I_Thessalonians,13,1Thess,1,3,10,wg,,,np,DetNP,,,,,,33,wg,,,np,NPofNP,,,,,,32,wg,,,np,DetNP,,,,,,31,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!6, ,noun,common,πίστις,πίστεως,4102,singular,feminine,genitive,of faith,031009 031010,31.102 31.85,N-GSF,πίστεως,n52001003006,109348,w,πίστεως,I_Thessalonians,13,1Thess,1,3,10,wg,,,np,DetNP,,,,,,33,wg,,,np,NPofNP,,,,,,32,wg,,,np,DetNP,,,,,,31,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!7, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n52001003007,109349,w,καὶ,I_Thessalonians,13,1Thess,1,3,8,wg,group,,,,,,,,,34,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!8, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,-,092004,92.24,T-GSM,τοῦ,n52001003008,109350,w,τοῦ,I_Thessalonians,13,1Thess,1,3,9,wg,,,np,DetNP,,,,,,35,wg,group,,,,,,,,,34,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!9, ,noun,common,κόπος,κόπου,2873,singular,masculine,genitive,labor,042004,42.47,N-GSM,κόπου,n52001003009,109351,w,κόπου,I_Thessalonians,13,1Thess,1,3,10,wg,,,np,NPofNP,,,,,,36,wg,,,np,DetNP,,,,,,35,wg,group,,,,,,,,,34,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!10, ,det,,ὁ,τῆς,3588,singular,feminine,genitive,-,092004,92.24,T-GSF,τῆς,n52001003010,109352,w,τῆς,I_Thessalonians,13,1Thess,1,3,11,wg,,,np,DetNP,,,,,,37,wg,,,np,NPofNP,,,,,,36,wg,,,np,DetNP,,,,,,35,wg,group,,,,,,,,,34,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!11, ,noun,common,ἀγάπη,ἀγάπης,26,singular,feminine,genitive,of love,025003,25.43,N-GSF,ἀγάπης,n52001003011,109353,w,ἀγάπης,I_Thessalonians,13,1Thess,1,3,11,wg,,,np,DetNP,,,,,,37,wg,,,np,NPofNP,,,,,,36,wg,,,np,DetNP,,,,,,35,wg,group,,,,,,,,,34,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!12, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n52001003012,109354,w,καὶ,I_Thessalonians,13,1Thess,1,3,8,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!13, ,det,,ὁ,τῆς,3588,singular,feminine,genitive,the,092004,92.24,T-GSF,τῆς,n52001003013,109355,w,τῆς,I_Thessalonians,13,1Thess,1,3,9,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!14, ,noun,common,ὑπομονή,ὑπομονῆς,5281,singular,feminine,genitive,endurance,025015,25.174,N-GSF,ὑπομονῆς,n52001003014,109356,w,ὑπομονῆς,I_Thessalonians,13,1Thess,1,3,10,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!15, ,det,,ὁ,τῆς,3588,singular,feminine,genitive,of the,092004,92.24,T-GSF,τῆς,n52001003015,109357,w,τῆς,I_Thessalonians,13,1Thess,1,3,11,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!16, ,noun,common,ἐλπίς,ἐλπίδος,1680,singular,feminine,genitive,hope,025004,25.59,N-GSF,ἐλπίδος,n52001003016,109358,w,ἐλπίδος,I_Thessalonians,13,1Thess,1,3,12,wg,,,np,NPofNP,,,,,,42,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!17, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,of the,092004,92.24,T-GSM,τοῦ,n52001003017,109359,w,τοῦ,I_Thessalonians,13,1Thess,1,3,14,wg,,,np,DetNP,,,,,,44,wg,apposition,,np,Np-Appos,,,,,,43,wg,,,np,NPofNP,,,,,,42,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,,,,,,,,,,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!18, ,noun,common,κύριος,Κυρίου,2962,singular,masculine,genitive,Lord,012001,12.9{N:001},N-GSM,Κυρίου,n52001003018,109360,w,Κυρίου,I_Thessalonians,13,1Thess,1,3,15,wg,,,np,NPofNP,,,,,,45,wg,,,np,DetNP,,,,,,44,wg,apposition,,np,Np-Appos,,,,,,43,wg,,,np,NPofNP,,,,,,42,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,,,,,,,,,,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!19, ,pron,personal,ἐγώ,ἡμῶν,1473,plural,,genitive,of us,092002,92.4,P-1GP,ἡμῶν,n52001003019,109361,w,ἡμῶν,I_Thessalonians,13,1Thess,1,3,15,wg,,,np,NPofNP,,,,,,45,wg,,,np,DetNP,,,,,,44,wg,apposition,,np,Np-Appos,,,,,,43,wg,,,np,NPofNP,,,,,,42,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,,wg,,,np,ofNPNP,o,,,,,29,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,,,n52001001001 n52001001003 n52001001005 n52001001007,,,,,,,wg,,,cl,,,,,,,20,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!20, ,noun,proper,Ἰησοῦς,Ἰησοῦ,2424,singular,masculine,genitive,Jesus,093001,93.169a,N-GSM,Ἰησοῦ,n52001003020,109362,w,Ἰησοῦ,I_Thessalonians,13,1Thess,1,3,14,wg,apposition,,np,Np-Appos,,,,apposition,,46,wg,apposition,,np,Np-Appos,,,,,,43,wg,,,np,NPofNP,,,,,,42,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,,,,,,,,,,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 1:3!21, ,noun,proper,Χριστός,Χριστοῦ,5547,singular,masculine,genitive,Christ,093001,93.387,N-GSM,Χριστοῦ,n52001003021,109363,w,Χριστοῦ,I_Thessalonians,13,1Thess,1,3,14,wg,apposition,,np,Np-Appos,,,,apposition,,46,wg,apposition,,np,Np-Appos,,,,,,43,wg,,,np,NPofNP,,,,,,42,wg,,,np,DetNP,,,,,,41,wg,,,np,NPofNP,,,,,,40,wg,,,np,DetNP,,,,,,39,wg,group,,,,,,,,,38,wg,,,,Conj3Np,,,,,,30,wg,,,np,ofNPNP,o,,,,,29,apposition,wg,,,cl,ADV-V-O-ADV,adv,,,,,28,wg,,,cl,,,,,,,20,,,,,,,,,,wg,,,,,,,,,,19,sentence,,,,,,,,,3,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
