ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,discontinuous,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,degree,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN,Parent22Name,Parent22Type,Parent22Appos,Parent22Class,Parent22Rule,Parent22Role,Parent22Cltype,Parent22Unit,Parent22Junction,Parent22SN,Parent22WGN,Parent23Name,Parent23Type,Parent23Appos,Parent23Class,Parent23Rule,Parent23Role,Parent23Cltype,Parent23Unit,Parent23Junction,Parent23SN,Parent23WGN,Parent24Name,Parent24Type,Parent24Appos,Parent24Class,Parent24Rule,Parent24Role,Parent24Cltype,Parent24Unit,Parent24Junction,Parent24SN,Parent24WGN
TIT 3:5!17, ,prep,,διά,διά,1223,,,,through,089012,89.76,PREP,διὰ,n56003005017,114941,w,διὰ,Titus,17,Titus,3,5,6,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:5!18, ,noun,common,λουτρόν,λουτροῦ,3067,singular,neuter,genitive,[the] washing,053005,53.43,N-GSN,λουτροῦ,n56003005018,114942,w,λουτροῦ,Titus,17,Titus,3,5,8,wg,,,np,NPofNP,,,,,,410,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:5!19, ,noun,common,παλιγγενεσία,παλινγενεσίας,3824,singular,feminine,genitive,of regeneration,041005,41.53,N-GSF,παλινγενεσίας,n56003005019,114943,w,παλινγενεσίας,Titus,17,Titus,3,5,8,wg,,,np,NPofNP,,,,,,410,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:5!20, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n56003005020,114944,w,καὶ,Titus,17,Titus,3,5,8,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:5!21, ,noun,common,ἀνακαίνωσις,ἀνακαινώσεως,342,singular,feminine,genitive,renewing,058011,58.72,N-GSF,ἀνακαινώσεως,n56003005021,114945,w,ἀνακαινώσεως,Titus,17,Titus,3,5,9,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:5!22, ,noun,common,πνεῦμα,Πνεύματος,4151,singular,neuter,genitive,of [the] Spirit,012001,12.18,N-GSN,Πνεύματος,n56003005022,114946,w,Πνεύματος,Titus,17,Titus,3,5,11,wg,,,np,NpAdjp,,,,,,414,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:5!23,",",adj,,ἅγιος,Ἁγίου,40,singular,neuter,genitive,Holy,088003,88.24,A-GSN,"Ἁγίου,",n56003005023,114947,w,Ἁγίου,Titus,17,Titus,3,5,11,wg,,,np,NpAdjp,,,,,,414,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!1, ,pron,relative,ὅς,οὗ,3739,singular,neuter,genitive,whom,,,R-GSN,οὗ,n56003006001,114948,w,οὗ,Titus,17,Titus,3,6,11,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,o,n56003005022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!2, ,verb,,ἐκχέω,ἐξέχεεν,1632,singular,,,He poured out,059006,59.50,V-AAI-3S,ἐξέχεεν,n56003006002,114949,w,ἐξέχεεν,Titus,17,Titus,3,6,11,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,v,,third,aorist,active,indicative,A0:n56003004010 A1:n56003006001,n56003004010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!3, ,prep,,ἐπί,ἐφ’,1909,,,,on,090013,90.57,PREP,ἐφ’,n56003006003,114950,w,ἐφ’,Titus,17,Titus,3,6,12,wg,,,pp,PrepNp,adv,,,,,416,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!4, ,pron,personal,ἐγώ,ἡμᾶς,1473,plural,,accusative,us,092002,92.4,P-1AP,ἡμᾶς,n56003006004,114951,w,ἡμᾶς,Titus,17,Titus,3,6,12,wg,,,pp,PrepNp,adv,,,,,416,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,n56001001001 n56001004001 n56002002001 n56002003001 n56002004004 n56002006002 n56002009001,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!5, ,adv,,πλουσίως,πλουσίως,4146,,,,richly,059006 078001,59.57 78.15,ADV,πλουσίως,n56003006005,114952,w,πλουσίως,Titus,17,Titus,3,6,11,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!6, ,prep,,διά,διά,1223,,,,through,090001,90.4,PREP,διὰ,n56003006006,114953,w,διὰ,Titus,17,Titus,3,6,12,wg,,,pp,PrepNp,adv,,,,,417,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!7, ,noun,proper,Ἰησοῦς,Ἰησοῦ,2424,singular,masculine,genitive,Jesus,093001,93.169a,N-GSM,Ἰησοῦ,n56003006007,114954,w,Ἰησοῦ,Titus,17,Titus,3,6,14,wg,apposition,,np,Np-Appos,,,,,,419,wg,apposition,,np,Np-Appos,,,,,,418,wg,,,pp,PrepNp,adv,,,,,417,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,,,,,,,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!8, ,noun,proper,Χριστός,Χριστοῦ,5547,singular,masculine,genitive,Christ,093001,93.387,N-GSM,Χριστοῦ,n56003006008,114955,w,Χριστοῦ,Titus,17,Titus,3,6,14,wg,apposition,,np,Np-Appos,,,,,,419,wg,apposition,,np,Np-Appos,,,,,,418,wg,,,pp,PrepNp,adv,,,,,417,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,apposition,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,,,,,,,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!9, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,the,092004,92.24,T-GSM,τοῦ,n56003006009,114956,w,τοῦ,Titus,17,Titus,3,6,14,wg,,,np,DetNP,,,,apposition,,420,wg,apposition,,np,Np-Appos,,,,,,418,wg,,,pp,PrepNp,adv,,,,,417,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,wg,group,,,,,,,,,411,,wg,,,,NpaNp,,,,,,409,wg,,,pp,PrepNp,adv,,,,,408,,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,,,,,,,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!10, ,noun,common,σωτήρ,Σωτῆρος,4990,singular,masculine,genitive,Savior,021006,21.31,N-GSM,Σωτῆρος,n56003006010,114957,w,Σωτῆρος,Titus,17,Titus,3,6,15,wg,,,np,NPofNP,,,,,,421,wg,,,np,DetNP,,,,apposition,,420,wg,apposition,,np,Np-Appos,,,,,,418,wg,,,pp,PrepNp,adv,,,,,417,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,,,,,,,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:6!11,",",pron,personal,ἐγώ,ἡμῶν,1473,plural,,genitive,of us,092002,92.4,P-1GP,"ἡμῶν,",n56003006011,114958,w,ἡμῶν,Titus,17,Titus,3,6,15,wg,,,np,NPofNP,,,,,,421,wg,,,np,DetNP,,,,apposition,,420,wg,apposition,,np,Np-Appos,,,,,,418,wg,,,pp,PrepNp,adv,,,,,417,wg,,,cl,O-V-ADV-ADV-ADV,,,,apposition,,415,wg,apposition,,np,NP-CL,,,,,,413,wg,,,np,NPofNP,,,,,,412,,wg,group,,,,,,,,,411,wg,,,,NpaNp,,,,,,409,,wg,,,pp,PrepNp,adv,,,,,408,wg,,,cl,,,,,,,387,,n56001001001 n56001004001 n56002002001 n56002003001 n56002004004 n56002006002 n56002009001,,,,,,,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!1, ,conj,,ἵνα,ἵνα,2443,,,,so that,089009,89.59,CONJ,ἵνα,n56003007001,114959,w,ἵνα,Titus,17,Titus,3,7,6,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!2, ,verb,,δικαιόω,δικαιωθέντες,1344,plural,masculine,nominative,having been justified,034005,34.46,V-APP-NPM,δικαιωθέντες,n56003007002,114960,w,δικαιωθέντες,Titus,17,Titus,3,7,8,wg,,,cl,V-ADV,adv,,,,,424,wg,,,cl,ADV-P-VC-ADV,,,,,,423,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,aorist,passive,participle,A1:n56001001001;n56001004001;n56002002001;n56002003001;n56002004004;n56002006002;n56002009001,n56001001001 n56001004001 n56002002001 n56002003001 n56002004004 n56002006002 n56002009001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!3, ,det,,ὁ,τῇ,3588,singular,feminine,dative,-,092004,92.24,T-DSF,τῇ,n56003007003,114961,w,τῇ,Titus,17,Titus,3,7,9,wg,,,np,DetNP,adv,,,,,425,wg,,,cl,V-ADV,adv,,,,,424,wg,,,cl,ADV-P-VC-ADV,,,,,,423,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!4, ,pron,demonstrative,ἐκεῖνος,ἐκείνου,1565,singular,masculine,genitive,by that,092007,92.30,D-GSM,ἐκείνου,n56003007004,114962,w,ἐκείνου,Titus,17,Titus,3,7,10,wg,,,np,ofNPNP,,,,,,426,wg,,,np,DetNP,adv,,,,,425,wg,,,cl,V-ADV,adv,,,,,424,wg,,,cl,ADV-P-VC-ADV,,,,,,423,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,book,,,,,,,,,,,,,,,,,,,,,,,n56003004010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!5, ,noun,common,χάρις,χάριτι,5485,singular,feminine,dative,grace,088009,88.66,N-DSF,χάριτι,n56003007005,114963,w,χάριτι,Titus,17,Titus,3,7,10,wg,,,np,ofNPNP,,,,,,426,wg,,,np,DetNP,adv,,,,,425,wg,,,cl,V-ADV,adv,,,,,424,wg,,,cl,ADV-P-VC-ADV,,,,,,423,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!6, ,noun,common,κληρονόμος,κληρονόμοι,2818,plural,masculine,nominative,heirs,057009,57.133,N-NPM,κληρονόμοι,n56003007006,114964,w,κληρονόμοι,Titus,17,Titus,3,7,7,wg,,,cl,ADV-P-VC-ADV,,,,,,423,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 3:7!7, ,verb,,γίνομαι,γενηθῶμεν,1096,plural,,,we should become,013002,13.48,V-AOS-1P,γενηθῶμεν,n56003007007,114965,w,γενηθῶμεν,Titus,17,Titus,3,7,7,wg,,,cl,ADV-P-VC-ADV,,,,,,423,wg,,,,sub-CL,adv,,,,,422,wg,,,cl,,,,,,,387,wg,,,,Conj-CL,,,,,,386,wg,,,,,,,,,,385,sentence,,,,,,,,,23,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vc,,first,aorist,passive,subjunctive,,n56001001001 n56001004001 n56002002001 n56002003001 n56002004004 n56002006002 n56002009001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
